CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Daytona Beach,Corner of International Speedway Blvd and Beach Street,FL,US,2018-06-30,some 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20007/signup/?source=&s=,http://www.news-journalonline.com/news/20180630/locals-protest-separation-of-immigrant-families-at-border,https://www.facebook.com/daytonabeachnewsjournal/,
Deep River,Town Hall,CT,US,2018-06-30,na,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20268/signup/?source=&s=,https://www.newhavenindependent.org/index.php/branford/entry/families_belong_together_marches/,,
Deland,Corner of New York Ave & Woodland,FL,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20108/signup/?source=&s=,http://www.mynews13.com/fl/orlando/news/2018/07/01/hundreds-of-central-florida-residents-marched-saturday-to--bring-families-together-,,
Delaware,Bicentennial,OH,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20539/signup/?source=&s=,,,
Dennis,In Front of Town Hall,MA,US,2018-06-30,about 165,165,,165,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20665/signup/?source=&s=,http://yarmouth.wickedlocal.com/news/20180702/cape-codders-join-national-dialogue-on-immigration-policy,,
Denton,Denton County Courthouse on The Square,TX,US,2018-06-30,FB: 232,232,,232,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20010/signup/?source=&s=,https://twitter.com/crazydfwgranny/status/1013204491745857538,https://www.facebook.com/events/2037446396572335/,
Denver,Civic Center Park,CO,US,2018-06-30,over 4000,4000,,4000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19919/signup/?&source=&s=,https://www.usatoday.com/story/news/2018/06/30/families-belong-together-rallies-hundreds-thousands-protest/747942002/,https://www.9news.com/article/news/politics/families-belong-together-rally-held-in-downtown-denver/73-569487851,
Des Moines,Iowa State Capitol,IA,US,2018-06-30,several hundred; FB 380,300,,380,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20180/signup/?source=&s=,https://www.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,https://www.facebook.com/events/247964455971445/,
Detroit,Hart Plaza,MI,US,2018-06-30,hundreds; more than 250,200,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19936/signup/?&source=&s=,https://www.freep.com/story/news/local/michigan/detroit/2018/06/30/protest-immigration-detroit-zero-tolerance/748381002/,https://www.kansas.com/news/politics-government/national-politics/article214130374.html,
Detroit,Clark Park,MI,US,2018-06-30,some 1200 to 1500,1200,,1500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,0,1,https://act.moveon.org/event/families-belong-together/19976/signup/?&source=&s=,https://www.metrotimes.com/detroit/seeing-signs-at-detroits-keep-families-together-rally/Content?oid=13481747,,
Detroit Lakes,Veteran's Memorial Park,MN,US,2018-06-30,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20752/signup/?source=&s=,http://www.wday.com/news/4467376-locals-take-part-national-families-belong-together-rallies,,
Dodge City,Dodge City Medical Center Parking Lot,KS,US,2018-06-30,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20612/signup/?source=&s=,http://hudsonvalley.news12.com/story/38549354/protesters-flood-us-cities-to-fight-trump-immigration-policy,https://apnews.com/e24f9750e31e4f7a9c2a500a5115ce25,
Dothan,Angel Of Hope Statue (Westgate Park),AL,US,2018-06-30,na,18,,18,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20748/signup/?source=&s=,https://twitter.com/cathydebourgh/status/1013155118072586240,,
Dover,Legislative Mall,DE,US,2018-06-30,several hundred,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20521/signup/?source=&s=,https://www.delawareonline.com/story/news/2018/06/30/president-trumps-zero-tolerance-immigration-policies-spark-protests/745372002/,,
Downers Grove,DG North: Main St Parking Lot; Fishel Park,IL,US,2018-06-30,about 500,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/teacher_mama3/status/1013194737560547328,http://www.mysuburbanlife.com/lists/2018/07/01/60a1c1088036465faea495df22a286ff/index.xml?page=3,,
Doylestown,Old Bucks County Courthouse,PA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20009/signup/?source=&s=,,,
Dublin,City Hall Plaza,CA,US,2018-06-30,na,400,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20082/signup/?source=&s=,https://twitter.com/Kyoko4US/status/1013137884189114369,,
Duluth,MN Power Plaza,MN,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20773/signup/?source=&s=,https://www.wdio.com/news/families-belong-together-rally-duluth-/4970451/,,
Dunkirk,"Washington Park,",NY,US,2018-06-30,a large crowd,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,http://www.observertoday.com/news/page-one/2018/07/community-shows-support-for-separated-families-at-border/,,
Durango,Buckley Park,CO,US,2018-06-30,FB: 30,30,,30,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20575/signup/?source=&s=,https://www.facebook.com/events/251642718928224/,,
Durham ,,NC,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,
East Haddam,Two Wrasslin' Cats,CT,US,2018-06-30,75 to 100,75,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20691/signup/?source=&s=,https://www.newhavenindependent.org/index.php/branford/entry/families_belong_together_marches/,,
East Meadow,Nassau County Correctional Facility,NY,US,2018-06-30,na,30,,40,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,via website,,
East Quogue,East Quogue Park,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19973/signup/?source=&s=,,,
East Setauket,,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://longisland.news12.com/story/38547944/long-islanders-take-part-in-protests-over-immigration-policies,,,
Eastham,Windmill Green,MA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20667/signup/?source=&s=,,,
Easthampton,Millside park,MA,US,2018-06-30,video,55,,55,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20341/signup/?source=&s=,https://www.facebook.com/events/427219994355567/permalink/428709027539997/,,
Eau Claire,Eau Claire Wilson Park,WI,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20399/signup/?source=&s=,,,
Edinburg,Edinburg county court,TX,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20049/signup/?source=&s=,,,
Edison,Oak Tree Pond Park,NJ,US,2018-06-30,picture,14,,14,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20298/signup/?source=&s=,https://www.facebook.com/photo.php?fbid=10155718021979639&set=pcb.10155718042484639&type=3&theater,,
Edwards,Edwards Rest Stop,CO,US,2018-06-30,FB: 17,17,,17,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20702/signup/?source=&s=,https://www.facebook.com/events/991847374315932/,,
El Cajon,City Hall,CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20675/signup/?source=&s=,,,
El Paso,San Jacinto Plaza,TX,US,2018-06-30,about 1500,1500,,1500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20092/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,
Elgin,Corner of Kimball Street and Grove Avenue,IL,US,2018-06-30,at least 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20405/signup/?source=&s=,http://www.dailyherald.com/news/20180627/arlington-heights-elgin-other-suburbs-join-national-families-belong-together-rallies,,
Ellensburg,"Rotary Pavilion, 104 East 4th Avenue",WA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20371/signup/?source=&s=,,,
Elmira,Wisner Park,NY,US,2018-06-30,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20500/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,
Encinitas,Swami's Beach Park (above the beach),CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20330/signup/?source=&s=,,,
Englewood,Depot Square,NJ,US,2018-06-30,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.app.com/story/news/new-jersey/2018/06/30/new-jersey-rallies-protest-families-being-separated-border/742305002/,,,
Essex Junction,5 Corners,VT,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20544/signup/?source=&s=,,,
Eugene,"Kesey square, also known as Broadway Plaza",OR,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19839/signup/?source=&s=,https://www.facebook.com/events/339766029883490/,,
Eureka,,CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20083/signup/?source=&s=,,,
Evansville,Winfield K Denton Federal Building (Public Sidewalk),IN,US,2018-06-30,more than 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20343/signup/?source=&s=,https://www.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,
Everett,Snohomish County Superior Court,WA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20344/signup/?source=&s=,,,
Fair Harbor,,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,
Fairbanks,Golden Heart Plaza,AK,US,2018-06-30,about 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20522/signup/?source=&s=,https://www.facebook.com/events/1909211695765918/,https://twitter.com/signaturedoc/status/1013215435947499521,
Fairfield,"Sherman Green Gazebo, Downtown Fairfield",CT,US,2018-06-30,na,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20072/signup/?source=&s=,https://www.facebook.com/events/234997540622355/,https://www.facebook.com/pg/fairfielddtc/photos/?tab=album&album_id=2070041189681017,high estimate taken from photo headcount
Fairfield,Central Park Square,IA,US,2018-06-30,FB: 45,45,,45,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20535/signup/?source=&s=,https://www.facebook.com/events/176464366354908/,,
Falmouth,Falmouth Village Green,MA,US,2018-06-30,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20529/signup/?source=&s=,https://www.capenews.net/mashpee/news/immigration-activists-take-to-the-streets-of-falmouth/article_cf2a170e-0d72-5d11-8cc4-43a736d84b44.html,,
Fargo,downtown Fargo Library,ND,US,2018-06-30,about 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://twitter.com/familiesbelong/status/1013179764176314368,https://www.wdaz.com/news/4467376-locals-take-part-national-families-belong-together-rallies,http://www.wday.com/news/4467376-locals-take-part-national-families-belong-together-rallies,
Farmington,Farmington Post Office,ME,US,2018-06-30,about 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20102/signup/?source=&s=,https://www.centralmaine.com/2018/06/30/augusta-farmington-immigration-rallies-draw-hundreds/,,
Farmington,in front of museum,NM,US,2018-06-30,more than 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,,
Fayetteville,Town Center,AR,US,2018-06-30,almost a 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19952/signup/?source=&s=,https://5newsonline.com/2018/06/30/people-rally-in-fayetteville-against-family-separation/,,
Fire Island,,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,
Flagstaff,Flagstaff City Hall,AZ,US,2018-06-30,na,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20558/signup/?source=&s=,https://www.facebook.com/events/304958583376261/,https://twitter.com/333donna/status/1013212061310976000,
Flemington,courthouse,NJ,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/,https://www.facebook.com/photo.php?fbid=10215239872282933&set=pcb.10215239872682943&type=3&theater,https://www.tapinto.net/towns/flemington-slash-raritan/articles/photos-in-flemington-hundreds-stage-protest-at,
Flint,The Downtown Flat Lot,MI,US,2018-06-30,over 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20348/signup/?source=&s=,http://www.wnem.com/story/38548861/families-belong-together-rally-held-in-flint,,
Florence,Mobile Plaza (North Court Street @ East Mobile Street),AL,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20382/signup/?source=&s=,,,
Ford Smith,74th Street (sidewalk in front of the post office),AR,US,2018-06-30,about 90,90,,90,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19841/signup/?source=&s=,https://www.facebook.com/events/793056107557267/,http://www.swtimes.com/news/20180701/families-belong-together-movement-reaches-fort-smith,
Fort Bragg,Town Hall,CA,US,2018-06-30,FB: 32,32,,32,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20026/signup/?source=&s=,https://www.facebook.com/events/866083180268269/,,
Fort Gratiot,"Birchwood Mall, on the right of way not the mall itself",MI,US,2018-06-30,na,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19865/signup/?source=&s=,https://www.thetimesherald.com/story/news/local/2018/06/30/crowd-protests-trumps-immigration-policies/748170002/,https://twitter.com/KossackDoReMI/status/1013480058525233152,
Fort Myers,Old Fort Myers County Court House,FL,US,2018-06-30,about 500,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20439/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,
Fort Wayne,Allen County Courthouse Green,IN,US,2018-06-30,na,65,,65,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20434/signup/?source=&s=,Facebook,,Partial count estimated from photographs and video on facebook
Fort Worth,Tarrant County Court House,TX,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20316/signup/?source=&s=,https://www.star-telegram.com/news/local/community/fort-worth/article214112144.html,,
Framingham,Memorial Building,MA,US,2018-06-30,between 200 and 300,200,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20205/signup/?source=&s=,https://framinghamsource.com/index.php/2018/06/30/photo-of-the-day-hundreds-attend-framingham-families-belong-together-protest/,,
Frankfort,Breidert Green,IL,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19923/signup/?source=&s=,https://patch.com/illinois/frankfort/splitting-families-border-not-what-us-protesters,,
Franklin,"The Gazebo in Downtown Franklin, NC - Across from the Courthouse",NC,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20497/signup/?source=&s=,https://www.facebook.com/events/214089889212277/?active_tab=about,,
Frederick,Vista Shopping Center,MD,US,2018-06-30,250,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20878/signup/?source=&s=,https://www.facebook.com/groups/71826634198/permalink/10157861059039199/,,
Fremont,Veterans Park at Fremont Superior Court House,CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20175/signup/?source=&s=,https://twitter.com/KenDenmead/status/1013106902140477440,,
Fresno,Courthouse Park,CA,US,2018-06-30,about a thousand,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20014/signup/?source=&s=,http://kmph.com/news/local/hundreds-show-up-for-the-families-belong-together-rally,,
Friday Harbor,San Juan county district court lawn,WA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19968/signup/?source=&s=,,,
Gallup,East Historic Highway,NM,US,2018-06-30,FB: 24,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,https://www.facebook.com/events/401871593660530/,,
Gainesville,City Hall,FL,US,2018-06-30,more than 500,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20001/signup/?source=&s=,http://www.gainesville.com/news/20180630/community-participates-in-national-march,,
Galveston,4700 Seawall Blvd,TX,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20223/signup/?source=&s=,,,
Gastonia,Martin Luther King Monunment,NC,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20751/signup/?source=&s=,,,
Geneva,Geneva Lakefront Visitors Center,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19986/signup/?source=&s=,,,
Gilette,Lasting Legacy Park,WY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20222/signup/?source=&s=,,,
Glen Ridge,Glen Ridge Congregational Church,NJ,US,2018-06-30,more than 600,600,,600,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20136/signup/?source=&s=,https://www.app.com/story/news/new-jersey/2018/06/30/new-jersey-rallies-protest-families-being-separated-border/742305002/,https://www.northjersey.com/story/news/essex/glen-ridge/2018/06/30/glen-ridge-churches-rally-collect-migrant-families/748674002/,
Glen Rock,Steps of Glen Rock Borough Hall,NJ,US,2018-06-30,picture,13,,15,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20492/signup/?source=&s=,https://www.facebook.com/photo.php?fbid=10155249813385728&set=pcb.10155249813450728&type=3&theater,,
Glens Falls,Rep. Stefanik's office,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19988/signup/?source=&s=,,,
Glenview,Glenview Veteran's Memorial,IL,US,2018-06-30,approximately 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20596/signup/?source=&s=,http://www.chicagotribune.com/suburbs/highland-park/news/ct-hpn-immigration-detention-protest-north-suburbs-tl-0705-story.html,,
Glenwood Springs,Sayre Park,CO,US,2018-06-30,roughly 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20688/signup/?source=&s=,https://twitter.com/ArnMenconi/status/1013095921628917760,https://www.facebook.com/events/1006367579515218/,https://www.postindependent.com/news/photos-families-belong-together-march-and-rally-in-glenwood-springs/
Goshen,Elkhart County Courthouse Steps,IN,US,2018-06-30,FB: 210,210,,210,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20004/signup/?source=&s=,http://wsbt.com/news/local/families-belong-together-rallies-held-in-goshen-south-bend,https://www.facebook.com/events/769821860075006/,
Gouldsboro,,ME,US,2018-06-30,more than 75,75,,75,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/OldestVocation/status/1013171760454303744,,,
Granbury,Hood County Courthouse,TX,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19900/signup/?source=&s=,,,
Grand Forks,Parking Garage behind the County Office Building,ND,US,2018-06-30,between 130 and 150,130,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20295/signup/?source=&s=,http://www.grandforksherald.com/news/government-and-politics/4467238-community-gathers-families-belong-together-rally-grand-forks,,
Grand Junction,Mesa County Old Courthouse,CO,US,2018-06-30,FB: 68,68,,68,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20468/signup/?source=&s=,https://www.facebook.com/events/1865573850171693/,,
Grand Marais,Harbor Park,MN,US,2018-06-30,over 100; 100 to 125,100,,125,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.cookcountynews-herald.com/news/2018-07-07/General_News/Families_Belong_Together_rally_draws_over_100.html,https://twitter.com/bryanhansel/status/1013107431323394048,,
Grand Rapids,Rosa Parks Circle,MI,US,2018-06-30,over 600,600,,600,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20057/signup/?source=&s=,https://www.wzzm13.com/article/news/hundreds-march-in-west-michigan-calling-for-immigrant-families-to-be-reunited/69-569466095,,
Grand Rapids,"Central School, Downtown Grand Rapids",MN,US,2018-06-30,FB: 14; around 150,14,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20031/signup/?source=&s=,https://www.facebook.com/events/199103104247756/,http://www.grandrapidsmn.com/free_press/rally-for-families-draws-large-crowd/article_46c314bc-7edf-11e8-aafb-f3058680df69.html,
Grants Pass,,OR,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/,,,
Granville,Town Green,MA,US,2018-06-30,pic,32,,32,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20907/signup/?source=&s=,https://twitter.com/VoicesRisingTo1/status/1013063422257385472,https://twitter.com/VoicesRisingTo1/status/1013039946377125889,
Grass Valley,Brunswick & Sutton,CA,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20623/signup/?source=&s=,https://www.theunion.com/news/local-news/families-together-draws-hundreds-in-grass-valley-photo-gallery/,,
Great Barrington,"Corner of Main Street and State Road in front of the ""GB"" shrubbery",MA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20543/signup/?source=&s=,,,
Great Falls,Civic Center Steps,MT,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20285/signup/?source=&s=,http://www.kulr8.com/story/38549026/families-belong-together-rally-up-in-great-falls,http://www.khq.com/story/38549026/families-belong-together-rally-up-in-great-falls,
Great Neck,,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,
